domain,portal_system,portal_subdomain,confidence,detection_method,validated,doors
rpmnow.com,unknown,,low,not_found,0,400
rpmnw.com,unknown,,low,not_found,0,100
rpmnwchicago.com,appfolio,rpmil006.appfolio.com,high,secondary_page:/tenants/,1,100
rpmonesource.com,appfolio,rpmtx036.appfolio.com,high,secondary_page:/tenants/,1,100
rpmoptimize.com,appfolio,RPMNC027.appfolio.com,high,secondary_page:/tenants/,1,100
rpmoptimum.com,appfolio,rpmmn004.appfolio.com,high,secondary_page:/tenants/,1,100
rpmpacific.com,appfolio,RPMCA114.appfolio.com,high,secondary_page:/tenants/,1,100
rpmparadise.com,appfolio,rpmfl072.appfolio.com,low,secondary_page:/tenants/,0,100
rpmparamount.com,appfolio,rpmca101.appfolio.com,low,secondary_page:/tenants/,0,100
rpmpartners-mi.com,appfolio,RPMMI023.appfolio.com,low,secondary_page:/tenants/,0,100
rpmpdx.com,appfolio,rpmpdx.appfolio.com,high,homepage_fetch,1,200
rpmpeace.com,appfolio,RPMNV013.appfolio.com,high,secondary_page:/tenants/,1,100
rpmperfection.com,appfolio,RPMNC025.appfolio.com,low,secondary_page:/tenants/,0,100
rpmphoenixvalley.com,appfolio,rpmaz001.appfolio.com,low,homepage_fetch,0,400
rpmpiedmont.com,appfolio,RPMGA022.appfolio.com,high,secondary_page:/tenants/,1,100
rpmpinnaclepeak.com,unknown,,low,not_found,0,100
rpmpintuc.com,unknown,,low,not_found,0,200
rpmpioneer.com,appfolio,rpmtx042.appfolio.com,low,secondary_page:/tenants/,0,100
rpmpittsburgh.com,appfolio,rpmpa003.appfolio.com,high,secondary_page:/tenants/,1,600
rpmpremierfl.com,appfolio,rpmfl029.appfolio.com,low,secondary_page:/tenants/,0,200
rpmpremium.com,appfolio,rpmla003.appfolio.com,high,secondary_page:/tenants/,1,300
rpmpresidential.com,appfolio,RPMVA023.appfolio.com,high,secondary_page:/tenants/,1,100
rpmprime.com,appfolio,rpmdc001.appfolio.com,low,secondary_page:/tenants/,0,100
rpmprinciples.com,appfolio,rpmks004.appfolio.com,high,secondary_page:/tenants/,1,200
rpmpropertymanagementgroup.com,rentvine,rpmpm.rentvine.com,high,homepage_fetch,0,100
rpmpropertymanagementindy.com,unknown,,low,not_found,0,100
rpmpropertypros.com,unknown,,low,not_found,0,0
rpmpulse.com,appfolio,RPMKS005.appfolio.com,high,secondary_page:/tenants/,1,100
rpmqueencity.com,appfolio,rpmnc021.appfolio.com,low,secondary_page:/tenants/,0,100
rpmraleigh.com,appfolio,rpmnc006.appfolio.com,high,secondary_page:/tenants/,1,200
rpmrealty.com,unknown,,low,not_found,0,100
rpmrealty.net,appfolio,rpmrealty.appfolio.com,high,homepage_fetch,1,500
rpmreliablesolutions.com,appfolio,rpmmd011.appfolio.com,high,secondary_page:/tenants/,1,100
rpmreliance.com,appfolio,rpmma011.appfolio.com,high,secondary_page:/tenants/,1,100
rpmreliant.com,appfolio,RPMMO016.appfolio.com,high,secondary_page:/tenants/,1,100
rpmrentalsolutions.com,appfolio,rpmtn007.appfolio.com,high,secondary_page:/tenants/,1,200
rpmresults.com,appfolio,rpmin009.appfolio.com,high,secondary_page:/tenants/,1,500
rpmrichmondmetro.com,appfolio,rpmva011.appfolio.com,high,secondary_page:/tenants/,1,1100
rpmrincon.com,propertyware,app.propertyware.com,high,homepage_fetch,0,400
rpmriogrande.com,appfolio,rpmnm002.appfolio.com,high,secondary_page:/tenants/,1,200
rpmrocketcity.com,appfolio,RPMAL008.appfolio.com,low,secondary_page:/tenants/,0,100
rpmsacmetro.com,unknown,,low,not_found,0,400
rpmsailfishcoast.com,appfolio,rpmfl073.appfolio.com,high,secondary_page:/tenants/,1,100
rpmsanfernandovalley.com,appfolio,rpmca053.appfolio.com,high,secondary_page:/tenants/,1,200
rpmsaramana.com,appfolio,rpmfl020.appfolio.com,high,secondary_page:/tenants/,1,0
rpmsca.com,buildium,rpmsca.managebuilding.com,high,secondary_page:/owner-log-in/,0,100
rpmseacoastnh.com,appfolio,rpmnh003.appfolio.com,high,secondary_page:/tenants/,1,300
rpmservice.net,rentmanager,rpmsvc.owa.rentmanager.com,high,homepage_fetch,0,100
rpmshomes.com,unknown,,low,not_found,0,200
rpmshoreline.com,unknown,,low,not_found,0,0
rpmsilverstone.com,appfolio,rpmmi014.appfolio.com,low,secondary_page:/tenants/,0,200
rpmsound.com,appfolio,rpmwa007.appfolio.com,high,secondary_page:/tenants/,1,0
rpmsoutheastidaho.com,appfolio,rpmid008.appfolio.com,high,secondary_page:/tenants/,1,200
rpmsouthernct.com,appfolio,rpmct002.appfolio.com,high,secondary_page:/tenants/,1,200
rpmsouthernutah.com,appfolio,rpmut009.appfolio.com,high,secondary_page:/tenants/,1,500
rpmsouthland.com,appfolio,rpmca082.appfolio.com,high,secondary_page:/tenants/,1,800
rpmsteelcity.com,appfolio,rpmco011.appfolio.com,high,secondary_page:/tenants/,1,200
rpmsterling.com,appfolio,rpmvt001.appfolio.com,high,secondary_page:/tenants/,1,200
rpmsuburbanchicago.com,appfolio,RPMIL002.appfolio.com,high,secondary_page:/tenants/,1,200
rpmsugarland.com,appfolio,RPMTX060.appfolio.com,high,secondary_page:/tenants/,1,100
rpmsunshinecity.com,appfolio,RPMFL068.appfolio.com,low,secondary_page:/tenants/,0,0
rpmsunstate.com,appfolio,rpmfl044.appfolio.com,high,link_redirect:direct_link:,0,200
rpmsupreme.com,appfolio,rpmwa023.appfolio.com,high,secondary_page:/tenants/,1,100
rpmswcoast.com,appfolio,rpmfl070.appfolio.com,high,secondary_page:/tenants/,1,100
rpmsynergy.com,appfolio,rpmmi020.appfolio.com,low,secondary_page:/tenants/,0,100
rpmtampastpete.com,appfolio,rpmfl014.appfolio.com,high,secondary_page:/tenants/,1,500
rpmteague.com,appfolio,RPMNY013.appfolio.com,high,secondary_page:/tenants/,1,100
rpmteyata.com,appfolio,rpmwa016.appfolio.com,high,secondary_page:/tenants/,1,200
rpmthreebridges.com,appfolio,rpmmo010.appfolio.com,high,secondary_page:/tenants/,1,100
rpmthrive.com,appfolio,rpmnh007.appfolio.com,high,secondary_page:/tenants/,1,100
rpmtidal.com,appfolio,RPMva012.appfolio.com,high,secondary_page:/tenants/,1,200
rpmtoday.com,appfolio,rpmwa003.appfolio.com,high,secondary_page:/tenants/,1,500
rpmtradewinds.com,appfolio,rpmfl041.appfolio.com,high,secondary_page:/tenants/,1,100
rpmtrailhead.com,appfolio,rpmtx055.appfolio.com,high,secondary_page:/tenants/,1,100
rpmtriad.com,appfolio,rpmnc003.appfolio.com,high,secondary_page:/tenants/,1,1200
rpmtricities.com,appfolio,rpmwa008.appfolio.com,high,secondary_page:/tenants/,1,300
rpmtrustworthy.com,appfolio,RPMNC018.appfolio.com,low,secondary_page:/tenants/,0,100
rpmtulsa.com,appfolio,rpmok002.appfolio.com,high,secondary_page:/tenants/,1,100
rpmunity.com,appfolio,rpmva024.appfolio.com,high,secondary_page:/tenants/,1,100
rpmupstate.com,appfolio,RPMNY016.appfolio.com,high,secondary_page:/tenants/,1,100
rpmutahcounty.com,unknown,,low,not_found,0,300
rpmvalley.com,appfolio,rpmwv001.appfolio.com,low,secondary_page:/tenants/,0,100
rpmvalor.com,appfolio,rpmoh008.appfolio.com,high,secondary_page:/tenants/,1,0
rpmvapeninsula.com,appfolio,rpmva009.appfolio.com,high,secondary_page:/tenants/,1,200
rpmventura.com,appfolio,rpmca102.appfolio.com,high,secondary_page:/tenants/,1,100
rpmvesta.com,appfolio,rpmga011.appfolio.com,high,secondary_page:/tenants/,1,800
rpmviking.com,appfolio,rpmmn006.appfolio.com,high,secondary_page:/tenants/,1,400
rpmwake.com,appfolio,rpmnc007.appfolio.com,high,secondary_page:/tenants/,1,600
rpmwasatch.com,unknown,,low,not_found,0,400
rpmwashingtondc.com,appfolio,rpmdc001.appfolio.com,low,secondary_page:/tenants/,0,100
rpmwestchester.com,appfolio,rpmny002.appfolio.com,high,secondary_page:/tenants/,1,200
rpmzenith.com,appfolio,rpmfl067.appfolio.com,high,secondary_page:/tenants/,1,100
rppm.us,buildium,rppmus.managebuilding.com,high,secondary_page:/tenants/,0,200
rpropertyman.com,appfolio,lindekugel.appfolio.com,high,homepage_fetch,1,100
rpropmgt.com,buildium,rendezvous.managebuilding.com,high,homepage_fetch,0,100
rpspropertymanagement.com,appfolio,rpspropertymanagement.appfolio.com,high,subdomain_probe,1,100
rpstally.com,appfolio,regionalpropservices.appfolio.com,high,homepage_fetch,1,200
rrandcompany.com,unknown,,low,not_found,0,100
rrfargo.com,appfolio,riverrockproperty.appfolio.com,high,homepage_fetch,1,300
rrrmgt.com,appfolio,rrrmgt.appfolio.com,high,homepage_fetch,1,0
rstrentals.net,appfolio,rstrentals.appfolio.com,high,homepage_fetch,1,100
rtkrentals.com,appfolio,rtkrentals.appfolio.com,high,homepage_fetch,1,100
ruachmanagement.com,unknown,,low,not_found,0,100
rubecproperties.com,appfolio,rubecproperties.appfolio.com,high,homepage_fetch,1,300
rubinoffcompany.com,unknown,,low,not_found,0,0
rudeenmanagement.com,unknown,,low,not_found,0,100
rueschmanagement.com,appfolio,rueschmgmt.appfolio.com,high,homepage_fetch,1,400
ruhlhomes.com,appfolio,ruhlpm.appfolio.com,high,subdomain_probe,1,400
ruhlpropertymanagement.com,appfolio,,high,homepage_fetch,0,100
russellpm.com,propertyboss,portal.propertyboss.net,high,homepage_fetch,0,200
russellproperties.com,appfolio,warnerquinlan.appfolio.com,low,homepage_fetch,0,0
rvarentals.com,unknown,,low,not_found,0,100
rvpm.com,appfolio,,high,homepage_fetch,0,100
rwhamptonroads.com,appfolio,rwvirginiabeach.appfolio.com,high,homepage_fetch,1,600
rwmaryland.com,appfolio,dbg.appfolio.com,low,homepage_fetch,0,400
rwtowne.com,unknown,,low,not_found,0,100
rwtrent.com,appfolio,,high,homepage_fetch,0,300
ryboproperties.com,appfolio,rybo.appfolio.com,high,secondary_page:/tenant-portal/,1,200
ryconn.com,appfolio,ryconn.appfolio.com,high,homepage_fetch,1,200
rylexa.com,appfolio,rylexa.appfolio.com,high,secondary_page:/about/,1,200
ryntal.com,propertyware,app.propertyware.com,high,homepage_fetch,0,0
ryrentalproperties.com,unknown,,low,not_found,0,100
saarmanagement.com,unknown,,low,not_found,0,300
sabellarealty.com,buildium,sabellarealtyinc.managebuilding.com,high,homepage_fetch,0,100
saccityrentals.com,appfolio,saccityrentals.appfolio.com,high,homepage_fetch,1,100
sacdelt.com,appfolio,,high,homepage_fetch,0,500
saciarentals.com,unknown,,low,not_found,0,100
sacofallsmanagement.com,unknown,,low,not_found,0,100
sacpropertymanagement.com,unknown,,low,not_found,0,100
sacramento.purepm.co,appfolio,purepmcasc.appfolio.com,high,homepage_fetch,1,0
sacramentopropertymanagement.co,appfolio,titanrei.appfolio.com,low,homepage_fetch,0,300
sacramentorentals.com,appfolio,whislerbg.appfolio.com,low,secondary_page:/residents/,0,100
sacramentovalleypropertymanagement.com,buildium,sacramentovalleypropertymanagement.managebuilding.com,high,homepage_fetch,0,100
sacrentalpm.com,appfolio,sacrentalpm.appfolio.com,low,homepage_fetch,0,100
saddlebackhouses.com,appfolio,,high,homepage_fetch,0,100
safeguardproperty.com,appfolio,safeguard.appfolio.com,high,homepage_fetch,1,200
safeharborrents.com,unknown,,low,not_found,0,100
safehomemanagement.com,unknown,,low,not_found,0,100
safepropertymanager.com,rentvine,safepropertymanagement.rentvine.com,high,homepage_fetch,0,100
sagareus.com,buildium,sagareus.managebuilding.com,high,homepage_fetch,0,200
sagedoor.com,appfolio,sagedoor.appfolio.com,high,subdomain_probe,1,200
sageenterprisesinc.pro,unknown,,low,not_found,0,100
sagelbd.com,appfolio,sagelivingbydesign.appfolio.com,high,homepage_fetch,1,100
sagepropertiesla.com,unknown,,low,not_found,0,100
sagerealtyabilene.com,buildium,sagerealtysolutions.managebuilding.com,high,homepage_fetch,0,100
sagopropertymanagement.com,buildium,sagoproperty.managebuilding.com,high,homepage_fetch,0,200
sailproperties.com,appfolio,sailprop.appfolio.com,high,homepage_fetch,1,200
saleases.com,appfolio,simmondsrealestate.appfolio.com,high,homepage_fetch,1,0
salemrealestate.biz,unknown,,low,not_found,0,100
salepending.com,unknown,,low,not_found,0,200
salinaspropertymgt.com,buildium,salinaspm.managebuilding.com,high,homepage_fetch,0,100
sallassociates.com,unknown,,low,not_found,0,200
salsberrypropertymanagement.com,rentvine,salsberrypmr.rentvine.com,high,homepage_fetch,0,100
saltlakecitypropertymanager.com,unknown,,low,not_found,0,100
saltwatergrande.com,buildium,saltwatergrande.managebuilding.com,high,secondary_page:/residents/,0,300
sameyde.com,unknown,,low,not_found,0,100
samsrealtyre.com,unknown,,low,not_found,0,0
sanantoniotxpropertymanagementinc.com,rentvine,pmiprofitrealty.rentvine.com,high,homepage_fetch,0,0
sanctuarycostay.com,unknown,,low,not_found,0,100
sandblomproperties.com,appfolio,sandblom.appfolio.com,high,homepage_fetch,1,100
sandcoproperties.com,appfolio,,high,homepage_fetch,0,0
sanddrealestate.com,appfolio,midfloridarealestate.appfolio.com,high,link_redirect:followed_link:property management,0,0
sandiegopropertymanagement.com,buildium,harlandpm.managebuilding.com,high,homepage_fetch,0,200
sandiegopropertymanagement.info,appfolio,tpmg.appfolio.com,low,homepage_fetch,0,100
sandlerpropertymanagement.com,unknown,,low,not_found,0,100
sandpiperpropertymanagement.com,buildium,sandpiperpropertymanagement.managebuilding.com,high,homepage_fetch,0,200
sandsprops.com,unknown,,low,not_found,0,100
sandsrealestateco.com,unknown,,low,not_found,0,100
sandtoseaproperties.com,buildium,sandtoseaproperties.managebuilding.com,high,homepage_fetch,0,200
sandymoorehomes.com,appfolio,cornforthmoorepm.appfolio.com,high,homepage_fetch,1,100
sandysellspensacola.com,unknown,,low,not_found,0,0
sanjosepropertymanagementinc.com,propertyware,app.propertyware.com,high,homepage_fetch,0,100
sanmarprop.com,unknown,,low,not_found,0,200
santacruzproperty.com,unknown,,low,not_found,0,100
santacruzpropertymanagementinc.net,rentvine,pmisantacruz.rentvine.com,high,homepage_fetch,0,100
santacruzrentals.org,buildium,pacificsun.managebuilding.com,high,homepage_fetch,0,100
santafeluxuryrental.com,unknown,,low,not_found,0,100
santafepalaceproperties.com,unknown,,low,not_found,0,0
santaferealestate.com,unknown,,low,not_found,0,0
santaferentalhomes.com,appfolio,,high,homepage_fetch,0,100
santafesuperhost.com,unknown,,low,not_found,0,0
santafevacationrentals.com,unknown,,low,not_found,0,0
santarosapropertymanager.com,appfolio,kpmpropertymgmt.appfolio.com,low,homepage_fetch,0,100
sapirrealty.com,rentvine,sapirrealty.rentvine.com,high,homepage_fetch,0,1000
sarasotamanagement.com,rentmanager,sml.owa.rentmanager.com,high,homepage_fetch,0,0
sarasotapropertymanagementinc.com,propertyware,app.propertyware.com,high,homepage_fetch,0,0
sarasotarentals4u.com,unknown,,low,not_found,0,0
sarents.com,unknown,,low,cleared:false_positive_incidental_link,0,400
satsumamanagement.com,buildium,satsumapropertymanagement.managebuilding.com,high,homepage_fetch,0,200
saturdayproperties.com,yardi,,low,recovery:dns_spf,0,0
saucoproperties.com,buildium,saucoproperties.managebuilding.com,high,homepage_fetch,0,0
saundersrealestate.com,unknown,,low,not_found,0,0
savannah.lease,appfolio,,high,homepage_fetch,0,0
saviorpm.com,appfolio,saviorpm.appfolio.com,high,homepage_fetch,1,100
savresidences.com,guesty,,high,homepage_fetch,0,100
savvyvrm.com,guesty,,high,link_redirect:followed_link:villa perdiz        ,0,0
sawyerrealty.net,unknown,,low,not_found,0,100
saylandpm.com,unknown,,low,not_found,0,200
sayyes2theaddress.com,unknown,,low,not_found,0,100
sb3erie.com,unknown,,low,not_found,0,100
sbdhousing.com,rentmanager,sbdhs.owa.rentmanager.com,high,homepage_fetch,0,500
sbgarsonmanagement.com,appfolio,sbgm.appfolio.com,high,secondary_page:/availability/,1,100
sbrmgmt.com,appfolio,stonebridgerealty.appfolio.com,low,secondary_page:/tenant-portal,0,100
sbspropertymanagement.com,unknown,,low,not_found,0,0
scaliserealestate.com,unknown,,low,not_found,0,0
scalzoproperty.com,unknown,,low,not_found,0,300
scarlettproperties.com,appfolio,scarlettproperties.appfolio.com,high,secondary_page:/tenants/,1,200
scbrs.com,appfolio,scbrs.appfolio.com,high,homepage_fetch,1,100
sceniccitypropertymanagementinc.com,unknown,,low,not_found,0,100
schoonersantacruz.com,appfolio,schoonerrealty.appfolio.com,low,homepage_fetch,0,100
schraderproperties.com,appfolio,schraderproperties.appfolio.com,high,homepage_fetch,1,300
schroederproperties.com,appfolio,,high,homepage_fetch,0,100
schulhofproperties.com,prospectportal,schulhofproperties.prospectportal.com,high,secondary_page:/contact/,0,500
scottbrownproperties.net,rentmanager,sbpro.twa.rentmanager.com,high,homepage_fetch,0,0
scottmanagement.com,yardi,scottmanagement.rentcafe.com,high,homepage_fetch,0,300
scottmanagementinc.com,unknown,,low,not_found,0,100
scottpropertiessc.com,appfolio,auben.appfolio.com,low,homepage_fetch,0,300
scottsdalehomewatch.com,unknown,,low,not_found,0,100
scottsdalepropertymanagementinc.com,propertyware,app.propertyware.com,high,homepage_fetch,0,100
scoutenproperties.com,unknown,,low,not_found,0,100
scoutpropertiesdc.com,unknown,,low,not_found,0,200
scpattonproperties.com,appfolio,pattonproperties.appfolio.com,high,homepage_fetch,1,200
screaltyhawaii.com,unknown,,low,not_found,0,0
screm.com,appfolio,screm.appfolio.com,high,homepage_fetch,1,200
scudore.com,appfolio,scudorealestate.appfolio.com,high,homepage_fetch,1,300
sdpmanagement.com,buildium,sdpmanagement.managebuilding.com,high,homepage_fetch,0,200
sdppm.com,appfolio,sdppm.appfolio.com,high,homepage_fetch,1,100
seabirdmanagement.com,doorloop,seabirdmanagement.app.doorloop.com,high,homepage_fetch,0,100
seabreezemgmt.com,unknown,,low,not_found,0,100
seacoastpropertymanagementinc.com,rentvine,pmigreenrock.rentvine.com,high,homepage_fetch,0,200
seacoastpropertywatch.com,unknown,,low,not_found,0,100
seacoastrentals.com,appfolio,seacoastrentals.appfolio.com,high,homepage_fetch,1,200
seaflowerproperty.com,appfolio,seaflowerproperty.appfolio.com,high,homepage_fetch,1,100
seaglassrentals.com,unknown,,low,not_found,0,0
sealyrealty.com,yardi,,low,recovery:dns_spf,0,200
seaport-properties.com,unknown,,low,not_found,0,100
searspm.com,appfolio,searspm.appfolio.com,high,homepage_fetch,1,100
seasidecapecoral.com,unknown,,low,not_found,0,200
seasonsfpm.com,unknown,,low,not_found,0,100
seattlerentalgroup.com,unknown,,low,not_found,0,100
seattlerentalmanagement.com,appfolio,,high,homepage_fetch,0,200
seattlespropertymanagement.com,appfolio,bronsongroup.appfolio.com,high,homepage_fetch,1,200
secondstory.properties,appfolio,secondstory.appfolio.com,high,homepage_fetch,1,0
secureassociationmanagement.com,unknown,,low,not_found,0,200
secureinvestmentsrealty.com,appfolio,,high,secondary_page:/owners/,0,200
securetnrentals.com,appfolio,,high,homepage_fetch,0,200
securityproperties.com,unknown,,low,not_found,0,300
sederson.com,appfolio,sederson.appfolio.com,high,homepage_fetch,1,100
seelocalproperty.com,appfolio,localpropertymgmt.appfolio.com,high,homepage_fetch,1,100
selborneproperties.com,appfolio,selborne.appfolio.com,low,homepage_fetch,0,100
selectapartments.us,appfolio,selectpg.appfolio.com,low,homepage_fetch,0,100
selectleasingstl.com,appfolio,,high,homepage_fetch,0,200
selectpropertymanagementbg.com,unknown,,low,not_found,0,200
selectpropmgt.com,appfolio,selectpropertymanagement.appfolio.com,low,homepage_fetch,0,100
selectrealtyandmanagement.com,unknown,,low,not_found,0,100
sellingcolumbiasc.com,unknown,,low,not_found,0,300
sellingourtown.com,unknown,,low,not_found,0,100
sellwithnagi.com,unknown,,low,not_found,0,200
sellyuma.com,unknown,,low,not_found,0,200
selvinproperties.com,unknown,,low,not_found,0,100
semgsc.com,appfolio,semgsc.appfolio.com,high,homepage_fetch,1,100
semperfimanagement.com,appfolio,semperfi.appfolio.com,high,subdomain_probe,1,200
sensiblehm.com,unknown,,low,not_found,0,100
sentinelmgmt.com,unknown,,low,not_found,0,100
sentinelwr.com,appfolio,sentinelpm.appfolio.com,high,homepage_fetch,1,100
sentrymanagementcorp.com,unknown,,low,not_found,0,100
sentrymgt.com,sentry,2Fwww.sentrymgt.com,high,homepage_fetch,0,500
sequeldevelopmentnh.com,appfolio,,high,homepage_fetch,0,100
serebronx.com,unknown,,low,not_found,0,100
serenitymanagementinc.com,unknown,,low,not_found,0,100
serenityrealty.com,rentmanager,serenity.twa.rentmanager.com,high,link_redirect:followed_link:property management,0,0
serve-management.com,buildium,servemanagement.managebuilding.com,high,homepage_fetch,0,100
servicematterspm.com,appfolio,servicematterspm.appfolio.com,high,homepage_fetch,1,100
servingsandiegocounty.com,buildium,broadpoint.managebuilding.com,high,homepage_fetch,0,200
setmore.com,unknown,,low,not_found,0,100
setxhousehunter.com,appfolio,homesteadrty.appfolio.com,high,homepage_fetch,1,100
setxmanage.com,appfolio,setxmanage.appfolio.com,high,homepage_fetch,1,100
sevendragonsinc.com,unknown,,low,not_found,0,100
sevynpm.com,appfolio,sevynpm.appfolio.com,high,homepage_fetch,1,100
sextongroupre.com,appfolio,sextongrouprealestate.appfolio.com,low,homepage_fetch,0,100
sfpmrentals.com,appfolio,,high,homepage_fetch,0,100
sfshannon.com,appfolio,sfshannon.appfolio.com,high,homepage_fetch,1,300
sgcprop.net,unknown,,low,not_found,0,100
sgpropertymanage.com,buildium,sgpropertymanage.managebuilding.com,high,homepage_fetch,0,200
sgsmgmt.com,appfolio,sgs.appfolio.com,high,homepage_fetch,1,100
shamrockmgt.com,appfolio,,high,homepage_fetch,0,200
shamrockpropertymanagement.net,doorloop,shamrockpropertymanagement.app.doorloop.com,high,homepage_fetch,0,100
shannonpropertymanagement.com,appfolio,shannonpropertymanagement.appfolio.com,high,subdomain_probe,1,1000
shapiroproperty.com,unknown,,low,not_found,0,100
sharevestpropertymanagement.com,buildium,sharevest.managebuilding.com,high,homepage_fetch,0,100
sharpeproperties.com,propertyware,app.propertyware.com,high,homepage_fetch,0,100
shawrealestatenc.com,appfolio,,high,homepage_fetch,0,100
shedoesitall.net,appfolio,desirablemanagement.appfolio.com,high,homepage_fetch,1,200
sheehancompanies.com,realpage,,high,homepage_fetch,0,0
shelterrealty.com,custom:www.shelterrealty.co,,medium,homepage_custom_portal,0,200
shermanandhemstreet.com,unknown,,low,not_found,0,300
shermancooper.com,unknown,,low,not_found,0,100
sherrihoban.com,unknown,,low,not_found,0,100
shieldpropertymgt.com,buildium,shieldpm.managebuilding.com,high,homepage_fetch,0,100
shiftpropertymanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,300
shinerm.com,appfolio,shinerm.appfolio.com,high,homepage_fetch,1,300
shiprockmanagement.com,rentmanager,shiprock.owa.rentmanager.com,high,homepage_fetch,0,600
shoalflats.info,unknown,,low,not_found,0,100
shoenbergerandshoenberger.com,appfolio,shoenbergerandshoenberger.appfolio.com,low,homepage_fetch,0,200
shook-tarlton.com,rentmanager,strpm.twa.rentmanager.com,high,homepage_fetch,0,200
shookpropertymanagement.com,appfolio,miruspmgroup.appfolio.com,high,homepage_fetch,1,100
shopquailcorners.com,unknown,,low,not_found,0,100
shorelinedaytona.com,unknown,,low,not_found,0,0
shorelineidaho.com,appfolio,shorelinepropertymgmt.appfolio.com,high,homepage_fetch,1,100
shorelinepropertymanagement.com,vantaca,,high,link_redirect:followed_link:login to my account,0,300
shorepointeshippan.com,unknown,,low,not_found,0,100
shorepropertieschicago.com,buildium,shorepropertiesgroup.managebuilding.com,high,homepage_fetch,0,0
shortsouth.com,unknown,,low,not_found,0,300
showtimerealtyaz.com,buildium,showtimerentals.managebuilding.com,high,homepage_fetch,0,200
shusterpm.com,unknown,,low,not_found,0,100
siassociatesme.com,buildium,siassociatesllc.managebuilding.com,high,homepage_fetch,0,0
sidwashere.com,unknown,,low,not_found,0,200
siebert-realty.com,unknown,,low,not_found,0,0
siennaproperties.com,rentvine,siennaproperties.rentvine.com,high,homepage_fetch,0,0
sierralasvegas.com,appfolio,sierralvpropmgmtandrealty.appfolio.com,high,secondary_page:/online-portal,1,100
sierraprop.com,unknown,,low,not_found,0,0
sierrapropsb.com,rentmanager,sbspm.twa.rentmanager.com,high,homepage_fetch,0,300
signalrents.com,rentmanager,signal.twa.rentmanager.com,high,homepage_fetch,0,200
signaturemanagementca.com,unknown,,low,not_found,0,100
signaturemanagementcorp.com,appfolio,signaturemanagementcorp.appfolio.com,high,subdomain_probe,1,100
signaturenevada.com,unknown,,low,not_found,0,0
signaturepropertymgmt.com,vantaca,,high,homepage_fetch,0,300
signaturepropertyprofessionals.com,appfolio,signatureproperty.appfolio.com,low,homepage_fetch,0,100
signaturevacationproperties.com,unknown,,low,not_found,0,200
sigrentals.com,appfolio,sigpm.appfolio.com,high,homepage_fetch,1,300
siguaenterprises.com,unknown,,low,not_found,0,100
silvercreekam.com,unknown,,low,not_found,0,500
silvercreekpm.com,appfolio,silvercreek.appfolio.com,high,homepage_fetch,1,100
silverimanagement.com,unknown,,low,not_found,0,0
silverleafprop.com,appfolio,silverleafpmgmt.appfolio.com,high,homepage_fetch,1,200
silverpropertygroup.com,appfolio,silverpropertygroup.appfolio.com,high,homepage_fetch,1,300
silversidemanagement.com,appfolio,silversidemgmt.appfolio.com,high,homepage_fetch,1,200
simbapropertymanagement.com,unknown,,low,not_found,0,100
simplepmgroup.com,appfolio,simplehomemanagement.appfolio.com,high,secondary_page:/tenants/,1,100
simplepropertymanagement.co,unknown,,low,not_found,0,100
simplybetterhomes.com,unknown,,low,not_found,0,0
simplyhomerealty.com,propertyware,app.propertyware.com,high,homepage_fetch,0,200
simplymanagedpm.com,appfolio,simplymanaged.appfolio.com,high,homepage_fetch,1,200
simplymgt.com,appfolio,simplymgt.appfolio.com,low,homepage_fetch,0,100
simplyresidentialpropertymanagement.com,unknown,,low,not_found,0,100
simplysantafehomes.com,unknown,,low,not_found,0,0
simpsoncompany.com,appfolio,,high,homepage_fetch,0,100
sinatraandcompany.com,appfolio,,high,homepage_fetch,0,500
siouxfallsrentalguy.com,unknown,,low,not_found,0,100
sisirealty.com,buildium,sisiproperty.managebuilding.com,high,homepage_fetch,0,100
sixtysixmanagement.com,rentmanager,ownerwebaccess.rentmanager.com,high,homepage_fetch,0,100
sixtysixonline.com,unknown,,low,not_found,0,100
sjcmanagement.com,rentmanager,sjcmg.owa.rentmanager.com,high,homepage_fetch,0,600
skalerealestate.com,appfolio,skale.appfolio.com,high,homepage_fetch,1,200
skbmanagement.com,appfolio,skbmanagement.appfolio.com,low,homepage_fetch,0,100
skcpropertymanagement.com,buildium,skcpropertymanagement.managebuilding.com,high,homepage_fetch,0,100
skidmorerealty.net,unknown,,low,not_found,0,100
skybridgeproperty.com,buildium,,high,homepage_fetch,0,300
skyemanage.com,appfolio,skyemgmt.appfolio.com,high,homepage_fetch,1,200
skyhomerentals.com,buildium,skyhomerentals.managebuilding.com,high,homepage_fetch,0,0
skylinerealty.com,buildium,skylinerealty.managebuilding.com,high,secondary_page:/tenants/,0,100
skylinerealtygrp.com,unknown,,low,not_found,0,0
skymanagement.com,appfolio,,high,homepage_fetch,0,300
skypropertiesinc.com,appfolio,skyproperties.appfolio.com,high,secondary_page:/residents/,1,200
skypropmgmt.com,appfolio,skypm.appfolio.com,high,homepage_fetch,1,600
skywater-realty.com,buildium,skywaterrealty.managebuilding.com,high,homepage_fetch,0,100
skywestpm.com,appfolio,skywestpm.appfolio.com,high,homepage_fetch,1,100
slatehousegroup.com,appfolio,slatehouse.appfolio.com,high,subdomain_probe,1,200
slnusbaum.com,unknown,,low,not_found,0,300
